Filename	Groundtruth	EPOCH100	EPOCH200	EPOCH300	EPOCH400	EPOCH500	EPOCH600	EPOCH700	EPOCH800	EPOCH900	EPOCH1000	
subject4_file_26	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[1, 3, 4]	[3]	[3]	[3]	[3]	[3]	
subject4_file_539	[3]	[0, 1, 3, 4]	[3]	[3]	[0, 1, 3, 4]	[3, 4]	[4]	[3]	[3]	[3]	[3]	
subject4_file_307	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_633	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[3, 4, 9]	[3]	[3, 9]	[3, 9]	[9]	[9]	
subject4_file_623	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_62	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 4]	[0, 1, 4]	
subject4_file_613	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1, 4, 9]	[0, 4, 9]	[0, 4, 9]	[0, 1, 4, 9]	[0, 4, 9]	[0, 4, 9]	[0, 4, 9]	
subject4_file_63	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[4, 9]	[4]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	
subject4_file_592	[3]	[0, 1, 3, 4]	[3]	[3]	[0, 1, 3, 4]	[3, 4]	[4]	[3]	[3]	[3]	[3]	
subject4_file_871	[3]	[0, 1, 3, 4]	[0, 3, 4]	[3]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3]	[0, 1, 3]	
subject4_file_877	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	
subject4_file_58	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[1, 3, 4]	[3]	[3]	[3]	[3]	[3]	
subject4_file_327	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1]	[0, 1, 4]	
subject4_file_993	[3]	[0, 1, 3, 4]	[0, 3]	[3]	[3]	[3]	[3]	[3]	[0, 1, 3, 4, 9]	[4]	[3, 4]	
subject4_file_634	[3]	[0, 1, 3, 4]	[0, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_984	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 4]	[1, 4]	[4]	
subject4_file_860	[3]	[0, 1, 3, 4]	[0, 3, 4]	[3]	[0, 1, 3, 4]	[0, 1, 4, 9]	[0, 1]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3]	[0, 1, 3]	
subject4_file_947	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[4, 9]	[0, 4, 9]	[3]	[3]	[3]	[3]	
subject4_file_852	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_821	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_267	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[4, 9]	[0, 1, 3]	[1, 3, 4]	[3]	[3]	[3]	
subject4_file_936	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	
subject4_file_961	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 4, 9]	[0, 4, 9]	[0, 4]	[0, 1, 4, 9]	[0, 4, 9]	[0, 4, 9]	[0, 4, 9]	
subject4_file_97	[3]	[0, 1, 3, 4]	[0, 3]	[3]	[0, 3]	[3]	[1, 3]	[0, 1, 3, 6]	[0, 1, 3, 6]	[0, 1, 3, 6]	[0, 1, 3, 6]	
subject4_file_313	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 3, 4]	
subject4_file_774	[3]	[0, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_624	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_978	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[4, 9]	[0, 1, 3]	[4, 9]	[0, 1, 3, 4]	[1, 3]	[3]	
subject4_file_256	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	
subject4_file_3	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[1, 3]	[3]	[3]	
subject4_file_777	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[1, 3]	[1, 3]	[3]	
subject4_file_235	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_282	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	
subject4_file_630	[3]	[0, 3, 4]	[3]	[3]	[3]	[0, 4, 9]	[0, 4, 9]	[0, 4, 9]	[3, 4]	[3]	[3]	
subject4_file_632	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[1, 3]	[0, 1, 3, 4]	[1, 3]	[1, 3]	[1, 3]	
subject4_file_505	[3]	[0, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_286	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	[4, 9]	
subject4_file_237	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[1, 3, 4]	
subject4_file_711	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1]	[0, 1, 4]	[3]	[3]	[3]	
subject4_file_495	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[3]	[1, 3]	[0, 1, 3]	[1, 3]	[1, 3]	[1, 3]	
subject4_file_739	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[1, 3]	[0, 1, 3]	[0, 1, 3]	[0, 1, 3]	[0, 1, 3]	
subject4_file_284	[3]	[0, 1, 3, 4]	[3]	[3]	[0, 3, 4]	[3, 4]	[0, 1, 4]	[3, 4, 9]	[3, 4]	[3, 4]	[0, 3, 4]	
subject4_file_718	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_317	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[4, 9]	[1, 3]	[0, 1, 3]	[3]	[3]	[1, 3]	
subject4_file_302	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_783	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_537	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[3, 4]	[3]	[3, 4, 9]	[3, 4, 9]	[3]	[3]	
subject4_file_22	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_223	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 4, 9]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[4]	[4]	
subject4_file_274	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_529	[3]	[0, 1, 3, 4]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]	
subject4_file_578	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[1, 3, 4]	[1, 3, 4]	[3]	[3]	[0, 3]	[0, 3]	[0, 1, 3]	[0, 1, 3]	
subject4_file_18	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 4]	[0, 1, 4]	
subject4_file_231	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3, 4]	[1, 3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[0, 1, 3]	[0, 1, 3]	
subject4_file_183	[3]	[0, 1, 3, 4]	[0, 1, 3, 4]	[3, 4]	[3, 4]	[3]	[3]	[3]	[3]	[3]	[]	
subject4_file_986	[3]	[0, 1, 3, 4]	[0, 1, 3, 4, 9]	[0, 1, 4, 9]	[0, 1, 3, 4, 9]	[0, 1, 3, 4]	[4, 9]	[4, 9]	[0, 1, 4]	[0, 4, 9]	[0, 1, 4]	
Total Train loss	-----	0.46148717403411865	0.4452378749847412	0.4291038513183594	0.4098452031612396	0.39555901288986206	0.3836904764175415	0.3563218414783478	0.3432427942752838	0.33091360330581665	0.32854002714157104	
Train Accuracy	-----	0.3496432719429235	0.4429152148664344	0.46494939439190314	0.48849344615895135	0.5339306454289032	0.5495188319230131	0.5882528621204579	0.5998672639787623	0.6166666666666666	0.6185249709639953	
Training time	-----	0:00:11.656497	0:00:11.679288	0:00:11.639539	0:00:11.778432	0:00:11.783170	0:00:11.780786	0:00:11.958093	0:00:11.856500	0:00:12.119216	0:00:12.069671	
Total Test loss	-----	0.2921794056892395	0.3017398715019226	0.3084997832775116	0.29913949966430664	0.32200610637664795	0.3143961727619171	0.32711535692214966	0.32164159417152405	0.3414232134819031	0.32568594813346863	
Test Accuracy	-----	0.25740740740740736	0.3715740740740741	0.3748148148148148	0.3237962962962963	0.3532407407407407	0.39305555555555555	0.3587962962962963	0.4122222222222222	0.42546296296296304	0.45092592592592595	
Testing time	-----	0:00:26.963499	0:00:27.184285	0:00:26.926679	0:00:27.183945	0:00:27.334850	0:00:27.112902	0:00:27.220742	0:00:27.273926	0:00:27.449482	0:00:27.808812	
threshold sigmoid train	-----	32	33	30	28	34	42	31	35	40	39	
threshold sigmoid test	-----	32	33	30	28	34	42	31	35	40	39	
