Filename	Groundtruth	EPOCH99	EPOCH199	EPOCH299	EPOCH399	EPOCH499	EPOCH599	EPOCH699	EPOCH799	EPOCH899	EPOCH999
subject1_file_958	"[0, 9]"	"[0, 3, 4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"	"[3, 9]"	[9]	"[0, 9]"	"[0, 9]"	"[8, 9]"	"[0, 9]"	"[0, 9]"
subject2_file_114	"[0, 1, 3]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]
subject1_file_976	[3]	[3]	"[3, 4]"	[3]	[3]	"[3, 4]"	[3]	[3]	[3]	[3]	[3]
subject1_file_98	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[4, 9]"	"[4, 9]"
subject1_file_968	"[4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"
subject1_file_873	[3]	"[3, 4]"	"[0, 3, 4, 9]"	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]
subject2_file_157	"[0, 2, 4, 5, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"
subject2_file_101	[4]	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[2, 4, 5, 9]"	"[0, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4]"	"[0, 4, 9]"
subject2_file_74	"[0, 1, 4]"	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject2_file_473	[9]	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	[4]	"[0, 4, 9]"
subject2_file_328	[3]	"[0, 3, 4, 9]"	"[3, 4]"	"[0, 3, 4]"	"[0, 3, 4, 9]"	"[3, 4]"	[3]	[3]	[3]	[3]	[3]
subject2_file_425	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject2_file_37	"[4, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	"[0, 3, 4]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[2, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4, 9]"	"[4, 9]"	"[0, 1, 4]"
subject2_file_522	[3]	[3]	"[0, 3, 4, 9]"	[3]	"[0, 3, 9]"	[3]	[3]	[3]	[3]	[3]	[3]
subject2_file_368	[4]	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 2, 4, 5, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 4, 9]"	"[0, 4]"
subject2_file_336	"[0, 1, 3]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[4, 9]"
subject2_file_540	[3]	"[3, 4]"	"[3, 4]"	[3]	[3]	[3]	[3]	[3]	[3]	[3]	[3]
subject2_file_541	"[0, 1, 3, 4, 7, 8]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 3, 4, 7]"
subject2_file_17	"[3, 7, 8, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3]"	"[0, 3, 9]"	[9]	[3]	"[0, 4, 8, 9]"	"[7, 8, 9]"	"[3, 7, 8, 9]"	"[3, 7, 8, 9]"
subject2_file_172	"[0, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 4, 9]"	"[0, 4]"
subject1_file_979	[3]	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[3, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4]"	[3]	[3]
subject3_file_973	"[0, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	[4]	"[4, 9]"
subject3_file_411	"[3, 7, 8, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[2, 4, 5, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4]"	"[0, 1, 4]"	[4]
subject3_file_525	[9]	"[0, 3, 4, 9]"	"[0, 3, 9]"	"[0, 3, 9]"	"[3, 9]"	"[3, 9]"	"[3, 9]"	"[0, 3, 8, 9]"	"[3, 8, 9]"	"[3, 9]"	[9]
subject3_file_807	"[0, 1, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4, 7, 8]"
subject3_file_718	[4]	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 4]"	"[4, 9]"
subject3_file_562	"[0, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"	"[0, 1, 3, 4]"	"[0, 4, 9]"	"[0, 3, 7, 8]"	"[0, 4, 9]"
subject3_file_362	"[3, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	"[0, 3, 4]"	"[0, 3, 4]"	"[3, 4, 9]"	[3]	[3]	"[3, 9]"	[3]	[3]
subject3_file_935	[4]	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[4, 9]"	"[4, 9]"	"[4, 9]"	"[3, 4, 9]"	"[4, 9]"	"[4, 9]"
subject3_file_867	[3]	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	"[4, 9]"	"[3, 9]"	"[3, 9]"	[3]	[3]	[3]
subject2_file_25	"[0, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[0, 2, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_36	[4]	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"
subject3_file_382	[3]	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	[3]	[3]	[3]	[3]	[3]
subject3_file_823	"[0, 1, 3, 4, 7]"	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[0, 3]"	"[0, 1, 3, 4]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 3, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_85	"[0, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"
subject3_file_531	[3]	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3]"	"[0, 1, 3, 4]"	"[0, 3, 4, 9]"	"[0, 3]"	[3]	"[0, 1, 3]"	[3]	[3]
subject2_file_923	[3]	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3]"	"[0, 1, 3, 4]"	"[0, 3, 4, 9]"	[3]	"[0, 3]"	[3]	[3]	[3]
subject2_file_917	[3]	[3]	"[0, 3, 4, 9]"	[3]	"[3, 4, 9]"	[3]	[3]	[3]	[3]	[3]	[3]
subject2_file_96	"[0, 1, 4]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4]"	"[0, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[0, 3, 4, 9]"	"[4, 9]"	"[4, 9]"
subject3_file_216	[3]	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[4, 9]"	[3]	[3]	[3]	[3]	[3]
subject3_file_61	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	[4]
subject3_file_74	"[0, 1, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[4, 9]"
subject1_file_793	[9]	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject2_file_257	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	[4]
subject1_file_734	"[0, 2, 4, 5, 9]"	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 1, 2, 4, 5, 9]"
subject1_file_814	"[4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 3, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"
subject1_file_830	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[4, 9]"
subject3_file_507	"[0, 1, 3, 4]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3]"	"[0, 1, 3, 4, 9]"	"[0, 4, 8, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4]"	"[0, 1, 3, 4, 7, 8, 9]"	"[0, 1, 3, 4]"	"[0, 1, 3]"
subject3_file_540	"[0, 1, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4, 8, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_559	"[0, 1, 3, 4]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 9]"	"[0, 3]"	"[0, 3, 4, 9]"	"[0, 3, 9]"	"[0, 3, 4]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4]"	"[0, 1, 3]"
subject3_file_609	"[4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3]"	"[0, 4, 9]"	"[0, 4, 9]"	"[3, 4]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 4]"	"[4, 9]"
subject3_file_727	"[0, 1, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[8, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_775	"[3, 7, 8]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 8, 9]"	"[8, 9]"	"[0, 1, 4, 8, 9]"	"[0, 1, 3, 4, 7, 8, 9]"	"[3, 7, 8, 9]"	"[3, 7, 8, 9]"
subject3_file_11	"[0, 1, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_231	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 5, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_260	"[7, 8, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[7, 8, 9]"
subject3_file_264	[3]	"[3, 4]"	"[3, 4, 9]"	"[3, 4]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	[3]	"[3, 9]"	"[3, 4, 9]"	[3]	[3]
subject3_file_246	"[0, 4, 9]"	[3]	"[3, 4]"	[3]	"[0, 3, 4]"	"[3, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 9]"
subject2_file_952	[9]	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 3, 4, 9]"	[4]	"[4, 9]"
subject3_file_335	"[0, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3]"	"[0, 3, 4]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject2_file_926	"[0, 2, 4, 5, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 2, 4, 5, 9]"	"[0, 2, 4, 5, 9]"
subject3_file_88	"[0, 1, 3, 4, 7]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject3_file_850	[3]	"[3, 4]"	"[3, 4]"	"[3, 4]"	"[3, 4, 9]"	"[3, 4]"	[3]	[3]	"[3, 4, 5, 9]"	[3]	[3]
subject3_file_817	[3]	"[0, 3, 4, 9]"	"[3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	[3]	[3]	"[3, 9]"	[3]	[3]
subject3_file_855	"[4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	"[0, 4, 9]"	"[3, 4, 9]"	"[0, 3, 4, 9]"	"[3, 4, 9]"	"[4, 9]"	"[4, 9]"
subject1_file_272	"[4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[4, 9]"	"[4, 9]"	"[0, 3, 4, 9]"	"[4, 9]"	"[4, 9]"	"[4, 9]"
subject1_file_162	[3]	[3]	"[3, 4]"	[3]	"[0, 3, 4]"	"[0, 3, 4, 9]"	[3]	[3]	[3]	[3]	[3]
subject1_file_743	"[8, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject2_file_218	"[0, 1, 3, 4]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 4]"
subject1_file_417	[3]	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 3, 9]"	"[3, 9]"	[9]	[3]	[3]	[3]	[3]	[3]
subject1_file_770	"[2, 4, 5, 9]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"	"[0, 2, 4, 5, 9]"	"[2, 4, 5, 9]"
subject1_file_254	"[1, 3, 4]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 8, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
subject1_file_140	[3]	"[0, 1, 3, 4, 9]"	"[3, 4, 9]"	"[3, 4, 9]"	"[3, 4, 9]"	[3]	[3]	[3]	"[3, 9]"	[3]	[3]
subject1_file_213	"[0, 3, 6]"	"[0, 1, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4, 9]"	"[3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	[4]
subject1_file_204	"[0, 1, 4]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 4, 9]"	"[0, 4, 9]"	"[0, 4, 9]"	"[4, 9]"	"[0, 4, 9]"	"[0, 3, 4, 9]"	"[4, 9]"	"[0, 1, 4]"
subject1_file_858	"[0, 1, 2]"	"[0, 3, 4, 9]"	"[0, 1, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 4, 9]"	"[0, 1, 4, 9]"	"[0, 2, 4, 9]"	"[0, 3, 4, 9]"	"[0, 1, 3, 4, 9]"	"[0, 1, 4]"	"[0, 1, 4]"
Total loss	-----	0.442140847	0.437658817	0.424965829	0.400689483	0.401957184	0.450068831	0.358466357	0.34529683	0.29089427	0.252802402
F1 score	-----	0.56360424	0.564796905	0.581395349	0.605997932	0.609230769	0.586374696	0.647773279	0.656746032	0.722488038	0.764346764
threshold sigmoid	-----	0.25	0.32	0.25	0.33	0.33	0.3	0.28	0.27	0.4	0.42
